爱和谊 ai'he'yi
总括价格 zong'kuo'jia'ge
总括收益概念 zong'kuo'shou'yi'gai'nian
总联机程序与信息控制系统 zong'lian'ji'cheng'xu'yu'xin'xi'kong'zhi'xi'tong
总量控制与经济结 zong'liang'kong'zhi'yu'jing'ji'jie
总目 zong'mu
总平均 zong'ping'jun
综企指数 zong'qi'zhi'shu
总权益 zong'quan'yi
总摄整理了 zong'she'zheng'li'le
宗申动力 zong'shen'dong'li
总审计 zong'shen'ji
总审计师 zong'shen'ji'shi
总审计长 zong'shen'ji'zhang
总生产成本 zong'sheng'chan'cheng'ben
总是存在 zong'shi'cun'zai
总收入 zong'shou'ru
总收益 zong'shou'yi
总收益值 zong'shou'yi'zhi
总数 zong'shu
综述 zong'shu
总数在 zong'shu'zai
总损益 zong'sun'yi
总体 zong'ti
总体表现 zong'ti'biao'xian
总体而言 zong'ti'er'yan
总体供应 zong'ti'gong'ying
总体经济变数 zong'ti'jing'ji'bian'shu

总体经济管理制度 zong'ti'jing'ji'guan'li'zhi'du
总体经济学 zong'ti'jing'ji'xue
总体经济政策 zong'ti'jing'ji'zheng'ce
总体流动资金比率 zong'ti'liu'dong'zi'jin'bi'lv
总体数字 zong'ti'shu'zi
总体投资 zong'ti'tou'zi
总体消费物价指数 zong'ti'xiao'fei'wu'jia'zhi'shu
总体业绩 zong'ti'ye'ji
总投资额 zong'tou'zi'e
总委托书 zong'wei'tuo'shu
总限额 zong'xian'e
纵向分析 zong'xiang'fen'xi
纵向合并 zong'xiang'he'bing
纵向兼并 zong'xiang'jian'bing
纵向审计 zong'xiang'shen'ji
纵向收购 zong'xiang'shou'gou
总需求和总供给 zong'xu'qiu'he'zong'gong'ji
总需求量 zong'xu'qiu'liang
综艺股份 zong'yi'gu'fen
总盈余 zong'ying'yu
总余额 zong'yu'e
总预算 zong'yu'suan
总增长率 zong'zeng'zhang'lv
总增资 zong'zeng'zi
总帐 zong'zhang
总账 zong'zhang
总帐户 zong'zhang'hu
总账员 zong'zhang'yuan
总值 zong'zhi
总支出 zong'zhi'chu
总之皆 zong'zhi'jie
总指数 zong'zhi'shu
纵轴 zong'zhou
宗主国 zong'zhu'guo
总资本 zong'zi'ben
总资本利润率 zong'zi'ben'li'run'lv
总资产规模 zong'zi'chan'gui'mo
总资产收益率 zong'zi'chan'shou'yi'lv
总资产周转率 zong'zi'chan'zhou'zhuan'lv
走出 zou'chu
走出谷底 zou'chu'gu'di
走破了脚板 zou'po'le'jiao'ban
奏三四拍子 zou'san'si'pai'zi
走势偏软 zou'shi'pian'ruan
走勢偏軟 zou'shi'pian'ruan
走私 zou'si

组成部分 zu'cheng'bu'fen
足额抵押 zu'e'di'ya
租方 zu'fang
租费 zu'fei
组分含量 zu'fen'han'liang
祖父条款 zu'fu'tiao'kuan
租购 zu'gou

足够多 zu'gou'duo
租购会计 zu'gou'kuai'ji
租购协议 zu'gou'xie'yi
组合 zu'he
组合成分 zu'he'cheng'fen
组合贷款 zu'he'dai'kuan
组合发明 zu'he'fa'ming
组合发展 zu'he'fa'zhan
组合商品本位制 zu'he'shang'pin'ben'wei'zhi
组合物 zu'he'wu
组合物权利要求 zu'he'wu'quan'li'yao'qiu
族际语 zu'ji'yu
组件产品 zu'jian'chan'pin
租借 zu'jie

租借抵押 zu'jie'di'ya
租金 zu'jin
租金费用 zu'jin'fei'yong
租金记录 zu'jin'ji'lu
租金净额 zu'jin'jing'e
租金收入 zu'jin'shou'ru
租金收益 zu'jin'shou'yi
租金支出 zu'jin'zhi'chu
租金指数 zu'jin'zhi'shu
阻力线 zu'li'xian
租赁 zu'lin
租赁财产 zu'lin'cai'chan
租赁费 zu'lin'fei
租赁公司 zu'lin'gong'si
租赁行业 zu'lin'hang'ye
租赁会计 zu'lin'kuai'ji
租赁贸易 zu'lin'mao'yi
租赁权益 zu'lin'quan'yi
租赁权益改良 zu'lin'quan'yi'gai'liang
租赁融资 zu'lin'rong'zi
租赁设备 zu'lin'she'bei
租赁式合并 zu'lin'shi'he'bing
租赁信息 zu'lin'xin'xi
租赁业务 zu'lin'ye'wu
租赁营业 zu'lin'ying'ye
租赁中心 zu'lin'zhong'xin
租赁转让 zu'lin'zhuan'rang
租赁资产 zu'lin'zi'chan
租赁资产改良投资 zu'lin'zi'chan'gai'liang'tou'zi
租买选择决策 zu'mai'xuan'ze'jue'ce
祖母债券 zu'mu'zhai'quan
阻尼 zu'ni
组配数限 zu'pei'shu'xian
租契 zu'qi

租契卸棄書 zu'qi'xie'qi'shu
阻塞音 zu'se'yin
族系关系词项 zu'xi'guan'xi'ci'xiang
租约 zu'yue
组织 zu'zhi
組織安排契據 zu'zhi'an'pai'qi'ju
组织大纲 zu'zhi'da'gang

组织工作 zu'zhi'gong'zuo
组织机构 zu'zhi'ji'gou
组织结构 zu'zhi'jie'gou
组织结构图 zu'zhi'jie'gou'tu
组织目标 zu'zhi'mu'biao
组织能力 zu'zhi'neng'li
组织图 zu'zhi'tu
组织细则 zu'zhi'xi'ze
组织章程 zu'zhi'zhang'cheng
组织章程细则 zu'zhi'zhang'cheng'xi'ze
组织者 zu'zhi'zhe
组装线 zu'zhuang'xian
钻石投资信托 zuan'shi'tou'zi'xin'tuo
钻研得 zuan'yan'de

最不发达国家 zui'bu'fa'da'guo'jia

最初来自 zui'chu'lai'zi
最大化购买 zui'da'hua'gou'mai
最大家企业 zui'da'jia'qi'ye
最大利益 zui'da'li'yi
最低保护期限 zui'di'bao'hu'qi'xian
最低报价 zui'di'bao'jia
最低保证数额 zui'di'bao'zheng'shu'e
最低波动价位 zui'di'bo'dong'jia'wei
最低存款額 zui'di'cun'kuan'e
最低存款额 zui'di'cun'kuan'e
最低贷款利率 zui'di'dai'kuan'li'lv
最低费用 zui'di'fei'yong
最低工资 zui'di'gong'zi
最低基本价值 zui'di'ji'ben'jia'zhi
最低价 zui'di'jia
最低价格 zui'di'jia'ge
最低库存 zui'di'ku'cun
最低利率 zui'di'li'lv
最低面额 zui'di'mian'e
最低期望收益率 zui'di'qi'wang'shou'yi'lv
最低认购额 zui'di'ren'gou'e
最低售价 zui'di'shou'jia
最低收益率 zui'di'shou'yi'lv
最低位置 zui'di'wei'zhi
最低现金余额 zui'di'xian'jin'yu'e
最低信贷评级 zui'di'xin'dai'ping'ji
最低值 zui'di'zhi
罪犯 zui'fan
最符合 zui'fu'he


最高费用 zui'gao'fei'yong
最高级 zui'gao'ji
最高价 zui'gao'jia
最高开票限额 zui'gao'kai'piao'xian'e
最高款额 zui'gao'kuan'e
最高利率 zui'gao'li'lv
最高利润 zui'gao'li'run
最高买价 zui'gao'mai'jia
最高买价和最低买价 zui'gao'mai'jia'he'zui'di'mai'jia




最高限额 zui'gao'xian'e
最高限价 zui'gao'xian'jia
最高信贷评级 zui'gao'xin'dai'ping'ji
最高信用保障 zui'gao'xin'yong'bao'zhang
最高值 zui'gao'zhi
最广泛 zui'guang'fan
最后报价 zui'hou'bao'jia
最后成交价 zui'hou'cheng'jiao'jia
最后贷款人 zui'hou'dai'kuan'ren
最后贷款人制度 zui'hou'dai'kuan'ren'zhi'du

最后购买 zui'hou'gou'mai
最后交易日 zui'hou'jiao'yi'ri
最后结算 zui'hou'jie'suan
最后评税 zui'hou'ping'shui
最后期限 zui'hou'qi'xian
最后税款 zui'hou'shui'kuan
最后位置 zui'hou'wei'zhi
最后位置规则 zui'hou'wei'zhi'gui'ze
最后需求总额 zui'hou'xu'qiu'zong'e
最惠国待遇 zui'hui'guo'dai'yu
最火爆 zui'huo'bao


最佳股票 zui'jia'gu'piao
最佳买卖差价 zui'jia'mai'mai'cha'jia
最佳投资组合 zui'jia'tou'zi'zu'he
最佳银行 zui'jia'yin'hang


最近进价法 zui'jin'jin'jia'fa
最具投资价值 zui'ju'tou'zi'jia'zhi
最具吸引力 zui'ju'xi'yin'li


最美好 zui'mei'hao

最强大 zui'qiang'da
最少 zui'shao
最少最迟规则 zui'shao'zui'chi'gui'ze
最适当支出率 zui'shi'dang'zhi'chu'lv
最受青睐 zui'shou'qing'lai
最为耀眼 zui'wei'yao'yan

最先推出 zui'xian'tui'chu
最先位置 zui'xian'wei'zhi
最先位置规则 zui'xian'wei'zhi'gui'ze
最小成本路径法 zui'xiao'cheng'ben'lu'jing'fa
最小对立体 zui'xiao'dui'li'ti
最小经济规模 zui'xiao'jing'ji'gui'mo
最小平方法 zui'xiao'ping'fang'fa
最小平方回归法 zui'xiao'ping'fang'hui'gui'fa
最小税额 zui'xiao'shui'e
最小语音对立 zui'xiao'yu'yin'dui'li
最小重音 zui'xiao'zhong'yin
最新变化 zui'xin'bian'hua
最新价 zui'xin'jia
最新交易 zui'xin'jiao'yi
最新信息 zui'xin'xin'xi
最玄妙最高深 zui'xuan'miao'zui'gao'shen

最优财务成果 zui'you'cai'wu'cheng'guo
最优惠贷款利率 zui'you'hui'dai'kuan'li'lv
最优惠利率 zui'you'hui'li'lv
最优价格 zui'you'jia'ge
最优价购买 zui'you'jia'gou'mai
最优配置 zui'you'pei'zhi
最优市场价格 zui'you'shi'chang'jia'ge
最优投资 zui'you'tou'zi
最优五十 zui'you'wu'shi

最优资本结构 zui'you'zi'ben'jie'gou
最远到期月 zui'yuan'dao'ji'yue

最早出自 zui'zao'chu'zi


最早开办 zui'zao'kai'ban
最早可以 zui'zao'ke'yi

最终财务成果 zui'zhong'cai'wu'cheng'guo
最终产品 zui'zhong'chan'pin

最终风险 zui'zhong'feng'xian
最终购买者 zui'zhong'gou'mai'zhe
最终估计 zui'zhong'gu'ji
最终估算 zui'zhong'gu'suan
最终结算 zui'zhong'jie'suan
最终结算价格 zui'zhong'jie'suan'jia'ge
最终决定通知书 zui'zhong'jue'ding'tong'zhi'shu
最终控股公司 zui'zhong'kong'gu'gong'si
最终控制权益 zui'zhong'kong'zhi'quan'yi
最终审计风险 zui'zhong'shen'ji'feng'xian
最终使用者 zui'zhong'shi'yong'zhe
最终所有人 zui'zhong'suo'you'ren
最终投资者 zui'zhong'tou'zi'zhe
最终消费开支 zui'zhong'xiao'fei'kai'zhi

最终造就 zui'zhong'zao'jiu
遵守合同 zun'shou'he'tong

做长线 zuo'chang'xian
作成警示档案 zuo'cheng'jing'shi'dang'an

作出了重要贡献 zuo'chu'le'zhong'yao'gong'xian
作出说明 zuo'chu'shuo'ming
做大做好 zuo'da'zuo'hao
做多信心 zuo'duo'xin'xin
作废票 zuo'fei'piao
作格 zuo'ge
做个比较 zuo'ge'bi'jiao
作家风格研究 zuo'jia'feng'ge'yan'jiu
作进一步限定 zuo'jin'yi'bu'xian'ding
作决策 zuo'jue'ce
做空行为 zuo'kong'xing'wei
作了评论 zuo'le'ping'lun
作品 zuo'pin
做市 zuo'shi
坐市 zuo'shi
做市商标志 zuo'shi'shang'biao'zhi
左视图 zuo'shi'tu
座谈会 zuo'tan'hui
座谈时 zuo'tan'shi
坐忘 zuo'wang
作为国内 zuo'wei'guo'nei
作为两种 zuo'wei'liang'zhong
作为买方 zuo'wei'mai'fang
作为卖方 zuo'wei'mai'fang
作为他 zuo'wei'ta
作业 zuo'ye
作业经验 zuo'ye'jing'yan
作业会计 zuo'ye'kuai'ji
作业水平 zuo'ye'shui'ping
作业账户 zuo'ye'zhang'hu
作用上 zuo'yong'shang
左右 zuo'you
左右天地万物 zuo'you'tian'di'wan'wu
作者 zuo'zhe

做注脚而已 zuo'zhu'jiao'er'yi
阿里巴巴 a'li'ba'ba
安徽新兴 an'hui'xin'xing
按揭贷款合同 an'jie'dai'kuan'he'tong
按揭抵押债券 an'jie'di'ya'zhai'quan
安联大众保险 an'lian'da'zhong'bao'xian
按面值发行 an'mian'zhi'fa'xing
安全管理 an'quan'guan'li
按日摊还 an'ri'tan'huan
按上述 an'shang'shu
按时还贷 an'shi'huan'dai
按照有关法律 an'zhao'you'guan'fa'lv
盎司 ang'si
傲人理财 ao'ren'li'cai
奥运卡 ao'yun'ka
巴比理财网 ba'bi'li'cai'wang
八年期 ba'nian'qi
白菜卡 bai'cai'ka
拜访公司 bai'fang'gong'si
白金版 bai'jin'ban
百灵理财 bai'ling'li'cai
百慕大权证 bai'mu'da'quan'zheng
办卡 ban'ka
板块 ban'kuai
板块方面 ban'kuai'fang'mian
板块走势 ban'kuai'zou'shi
半年期 ban'nian'qi
暴跌后 bao'die'hou
暴跌时 bao'die'shi
暴跌至 bao'die'zhi
暴富效应 bao'fu'xiao'ying
报复性上涨 bao'fu'xing'shang'zhang
宝钢认购 bao'gang'ren'gou
报告在线 bao'gao'zai'xian
宝瑞通典当行 bao'rui'tong'dian'dang'hang
宝石动力 bao'shi'dong'li
报税 bao'shui
保网 bao'wang
保险经纪 bao'xian'jing'ji
保险知识 bao'xian'zhi'shi
报于 bao'yu
保证金额度 bao'zheng'jin'e'du
保证金账户 bao'zheng'jin'zhang'hu

保值功能 bao'zhi'gong'neng
保值增值 bao'zhi'zeng'zhi
北部资产 bei'bu'zi'chan
被盗 bei'dao
备兑权证 bei'dui'quan'zheng
贝尔斯登 bei'er'si'deng
北方金融 bei'fang'jin'rong
北方经济时报 bei'fang'jing'ji'shi'bao
北方期货 bei'fang'qi'huo
北方万盛 bei'fang'wan'sheng
备付金 bei'fu'jin
备付金存款 bei'fu'jin'cun'kuan
北京国投 bei'jing'guo'tou
北京华商亨通 bei'jing'hua'shang'heng'tong
北京金币网 bei'jing'jin'bi'wang
北京农村商业银行 bei'jing'nong'cun'shang'ye'yin'hang
北京首放 bei'jing'shou'fang
北京新兰德 bei'jing'xin'lan'de
被拒 bei'ju
被收购了 bei'shou'gou'le
备受市场关注 bei'shou'shi'chang'guan'zhu
背书转让 bei'shu'zhuan'rang
被限制于 bei'xian'zhi'yu
北亚期货 bei'ya'qi'huo
本金保护 ben'jin'bao'hu
本人有效证件 ben'ren'you'xiao'zheng'jian
本通知单 ben'tong'zhi'dan
本意见中 ben'yi'jian'zhong
本周推荐 ben'zhou'tui'jian
彼得林奇 bi'de'lin'qi
避风港 bi'feng'gang
比较合适 bi'jiao'he'shi
比较稳健 bi'jiao'wen'jian
比一季度 bi'yi'ji'du
比一年前 bi'yi'nian'qian
比重 bi'zhong
表明不能 biao'ming'bu'neng
飙升态势 biao'sheng'tai'shi
表现机会 biao'xian'ji'hui
表现强势 biao'xian'qiang'shi
表现稳定 biao'xian'wen'ding
表现一般 biao'xian'yi'ban
标志性事件 biao'zhi'xing'shi'jian
并不会很大 bing'bu'hui'hen'da
并参阅 bing'can'yue
并常常在 bing'chang'chang'zai
并购策略 bing'gou'ce'lue
并购领域 bing'gou'ling'yu
并购题材 bing'gou'ti'cai
并购战略 bing'gou'zhan'lue
并未完全达成共识 bing'wei'wan'quan'da'cheng'gong'shi
并无风险提示 bing'wu'feng'xian'ti'shi
并注明 bing'zhu'ming
博博发股票咨询网 bo'bo'fa'gu'piao'zi'xun'wang
波动率 bo'dong'lv
波动预期 bo'dong'yu'qi
波段调整 bo'duan'tiao'zheng
波段性 bo'duan'xing
波峰 bo'feng
渤海投资 bo'hai'tou'zi
博客 bo'ke
博览财经 bo'lan'cai'jing
博时 bo'shi
博田金融网 bo'tian'jin'rong'wang
博星投资 bo'xing'tou'zi
搏弈投资研究中心 bo'yi'tou'zi'yan'jiu'zhong'xin
补充资本金 bu'chong'zi'ben'jin
不错表现 bu'cuo'biao'xian

不定期调整 bu'ding'qi'tiao'zheng
不断上行 bu'duan'shang'xing
不断刷新 bu'duan'shua'xin
不断增仓 bu'duan'zeng'cang
不断走强 bu'duan'zou'qiang
补发卡片 bu'fa'ka'pian
部分个股 bu'fen'ge'gu
部分股权 bu'fen'gu'quan
不合法 bu'he'fa
补寄账单 bu'ji'zhang'dan
不看 bu'kan
不乐观 bu'le'guan
不良记录 bu'liang'ji'lu
不良资产管理 bu'liang'zi'chan'guan'li
部门之一 bu'men'zhi'yi
不能办理 bu'neng'ban'li
不能代开 bu'neng'dai'kai
不能贷款 bu'neng'dai'kuan
不能交易 bu'neng'jiao'yi
不能接受 bu'neng'jie'shou
不容忽视 bu'rong'hu'shi
不少散户 bu'shao'san'hu
不升反跌 bu'sheng'fan'die
不是很明显 bu'shi'hen'ming'xian
不受损失 bu'shou'sun'shi
补贴对象 bu'tie'dui'xiang

不要质押 bu'yao'zhi'ya
不要追涨 bu'yao'zhui'zhang
不宜过多 bu'yi'guo'duo
补涨要求 bu'zhang'yao'qiu
财产安全 cai'chan'an'quan
财产管理 cai'chan'guan'li
财富生活 cai'fu'sheng'huo
财富时报 cai'fu'shi'bao
财付通 cai'fu'tong
财富新闻报 cai'fu'xin'wen'bao
财富证券 cai'fu'zheng'quan
财富转移 cai'fu'zhuan'yi
财经宽网 cai'jing'kuan'wang
财经类报纸 cai'jing'lei'bao'zhi
财经类网站 cai'jing'lei'wang'zhan
财经论坛 cai'jing'lun'tan
财经频道 cai'jing'pin'dao
财经人家 cai'jing'ren'jia
财经人物 cai'jing'ren'wu
财经时报 cai'jing'shi'bao
财经网址大全 cai'jing'wang'zhi'da'quan
财经文画 cai'jing'wen'hua
财经周刊 cai'jing'zhou'kan
财经传记 cai'jing'zhuan'ji
财会信报 cai'kuai'xin'bao
彩票点 cai'piao'dian
彩票软件 cai'piao'ruan'jian
彩票投注 cai'piao'tou'zhu
彩票网 cai'piao'wang
彩票指标 cai'piao'zhi'biao
采取切实有效措施 cai'qu'qie'shi'you'xiao'cuo'shi
财税管理 cai'shui'guan'li
财务开支 cai'wu'kai'zhi
财务情况 cai'wu'qing'kuang
财务投资者 cai'wu'tou'zi'zhe
财信通 cai'xin'tong
财政支出扩大 cai'zheng'zhi'chu'kuo'da
财智 cai'zhi
财智网 cai'zhi'wang
彩种 cai'zhong
参保 can'bao
参保率 can'bao'lv
参保人数 can'bao'ren'shu
参考系 can'kao'xi
惨绿 can'lv
参与公司 can'yu'gong'si
操纵股票价格 cao'zong'gu'piao'jia'ge
操作思路 cao'zuo'si'lu
操作思维 cao'zuo'si'wei
操作员 cao'zuo'yuan
操作员工号 cao'zuo'yuan'gong'hao
操作指南 cao'zuo'zhi'nan
策略研究 ce'lue'yan'jiu
插队卡 cha'dui'ka
查获 cha'huo
查库 cha'ku
拆伙 chai'huo
产品审核 chan'pin'shen'he
产权导刊 chan'quan'dao'kan
产生明显影响 chan'sheng'ming'xian'ying'xiang
产业资本 chan'ye'zi'ben
长城伟业 chang'cheng'wei'ye
常规走势图 chang'gui'zou'shi'tu
场内资金 chang'nei'zi'jin
长期不涨 chang'qi'bu'zhang
长期存款 chang'qi'cun'kuan
长期贷款 chang'qi'dai'kuan
长期看好 chang'qi'kan'hao
长期看涨 chang'qi'kan'zhang
长期牛市 chang'qi'niu'shi
长期收益 chang'qi'shou'yi
长期投资组合 chang'qi'tou'zi'zu'he
长期向上 chang'qi'xiang'shang
长期走势 chang'qi'zou'shi
常胜网 chang'sheng'wang
超额工资 chao'e'gong'zi
超额认购 chao'e'ren'gou
超额认购倍数 chao'e'ren'gou'bei'shu
超负荷经营 chao'fu'he'jing'ying
炒股吧 chao'gu'ba
炒汇者 chao'hui'zhe
超级大乐透 chao'ji'da'le'tou
超级权重股 chao'ji'quan'zhong'gu
炒邮网 chao'you'wang
炒作题材 chao'zuo'ti'cai
彻底摆脱 che'di'bai'tuo
彻底结束 che'di'jie'shu
撤资 che'zi
承贷承还 cheng'dai'cheng'huan
承担者 cheng'dan'zhe
成功保险网 cheng'gong'bao'xian'wang
成功进行 cheng'gong'jin'xing
成功上市 cheng'gong'shang'shi
成交放大 cheng'jiao'fang'da
成交活跃 cheng'jiao'huo'yue
成交日期 cheng'jiao'ri'qi
成交席位 cheng'jiao'xi'wei
成就奖网 cheng'jiu'jiang'wang
呈上升趋势 cheng'shang'sheng'qu'shi
诚实磋商 cheng'shi'cuo'shang
诚信天下 cheng'xin'tian'xia
诚信网 cheng'xin'wang
成长空间巨大 cheng'zhang'kong'jian'ju'da
成长潜力 cheng'zhang'qian'li
持本单 chi'ben'dan
持币待购 chi'bi'dai'gou
持币空仓 chi'bi'kong'cang
持仓不动 chi'cang'bu'dong
持仓过夜 chi'cang'guo'ye
迟付 chi'fu
持股期限 chi'gu'qi'xian
持股上限 chi'gu'shang'xian
吃紧 chi'jin
持谨慎态度 chi'jin'shen'tai'du
持卡 chi'ka
持卡人 chi'ka'ren
持续分红 chi'xu'fen'hong
持续分红能力 chi'xu'fen'hong'neng'li
持续上升 chi'xu'shang'sheng
持续萎缩 chi'xu'wei'suo

持有数量 chi'you'shu'liang
重复开户 chong'fu'kai'hu
冲高后 chong'gao'hou
冲高潜力 chong'gao'qian'li
重庆商报汇融网 chong'qing'shang'bao'hui'rong'wang
重新跌至 chong'xin'die'zhi
重新活跃 chong'xin'huo'yue
重新转向 chong'xin'zhuan'xiang
充值 chong'zhi
重组概念 chong'zu'gai'nian
重组股 chong'zu'gu
重组计划 chong'zu'ji'hua
重组力度 chong'zu'li'du
重组题材 chong'zu'ti'cai
筹集资金 chou'ji'zi'jin
筹码清洗 chou'ma'qing'xi
出报告 chu'bao'gao
初创公司 chu'chuang'gong'si
处罚力度 chu'fa'li'du
出货完毕 chu'huo'wan'bi
出口前景 chu'kou'qian'jing
出口市场 chu'kou'shi'chang
出纳 chu'na
初期操作 chu'qi'cao'zuo
出让方 chu'rang'fang
初始规模 chu'shi'gui'mo
出售资产 chu'shou'zi'chan
出台相关政策 chu'tai'xiang'guan'zheng'ce
出逃 chu'tao
出土文物 chu'tu'wen'wu
出现大幅 chu'xian'da'fu
出现反弹 chu'xian'fan'tan
出现坏账 chu'xian'huai'zhang
出现明显 chu'xian'ming'xian
出现调整 chu'xian'tiao'zheng
出现下降 chu'xian'xia'jiang
储蓄账户 chu'xu'zhang'hu
出资购买 chu'zi'gou'mai
川财证券 chuan'cai'zheng'quan
传媒行业 chuan'mei'hang'ye
传言称 chuan'yan'cheng
传真信息 chuan'zhen'xin'xi
创幻财经 chuang'huan'cai'jing
创设后 chuang'she'hou
创投公司 chuang'tou'gong'si
创业大赛 chuang'ye'da'sai
创业活动 chuang'ye'huo'dong
创业计划书 chuang'ye'ji'hua'shu
创业教育 chuang'ye'jiao'yu
创业阶段 chuang'ye'jie'duan
创业平台 chuang'ye'ping'tai
创业失败 chuang'ye'shi'bai
创业投资公司 chuang'ye'tou'zi'gong'si
创业团队 chuang'ye'tuan'dui
创业网 chuang'ye'wang
创业行动 chuang'ye'xing'dong
创业致富网 chuang'ye'zhi'fu'wang
创业中 chuang'ye'zhong
创元期货 chuang'yuan'qi'huo
垂直整合 chui'zhi'zheng'he
此次发行 ci'ci'fa'xing
刺激内需增长 ci'ji'nei'xu'zeng'zhang
次级债市场 ci'ji'zhai'shi'chang
次级债务 ci'ji'zhai'wu
此类事件 ci'lei'shi'jian
从长期来看 cong'chang'qi'lai'kan
从盘面看 cong'pan'mian'kan
从事境外 cong'shi'jing'wai
从银行里 cong'yin'hang'li
从银行取出 cong'yin'hang'qu'chu
催收贷款 cui'shou'dai'kuan
催收货款 cui'shou'huo'kuan
存本取息 cun'ben'qu'xi
存单质押贷款 cun'dan'zhi'ya'dai'kuan
存定期 cun'ding'qi
存管银行 cun'guan'yin'hang
存活期 cun'huo'qi
存款减少 cun'kuan'jian'shao
存款利息 cun'kuan'li'xi
存款银行 cun'kuan'yin'hang
存款增长 cun'kuan'zeng'zhang
存款自愿 cun'kuan'zi'yuan
存量股份 cun'liang'gu'fen
存在失真 cun'zai'shi'zhen
大笔资金 da'bi'zi'jin
达不成一致 da'bu'cheng'yi'zhi
大部分都有 da'bu'fen'dou'you
大单卖出 da'dan'mai'chu
大单买入 da'dan'mai'ru
大单吞吃 da'dan'tun'chi
大额现金 da'e'xian'jin
大额折让 da'e'zhe'rang
大幅波动 da'fu'bo'dong
大幅动荡 da'fu'dong'dang
大幅度上涨 da'fu'du'shang'zhang
大幅释放 da'fu'shi'fang
大幅跳水 da'fu'tiao'shui
大幅调整 da'fu'tiao'zheng
大福投资 da'fu'tou'zi
大幅涨价 da'fu'zhang'jia
大会纪要 da'hui'ji'yao
大降 da'jiang
大金融 da'jin'rong
大莱卡 da'lai'ka
大力投资 da'li'tou'zi
大连宝鼎 da'lian'bao'ding
大连黄金珠宝市场 da'lian'huang'jin'zhu'bao'shi'chang
大连理财网 da'lian'li'cai'wang
大量外汇 da'liang'wai'hui
大陆期货 da'lu'qi'huo
大摩货币 da'mo'huo'bi
大摩基础 da'mo'ji'chu
大摩投资 da'mo'tou'zi
大摩资源 da'mo'zi'yuan
大盘出现 da'pan'chu'xian
大盘点评 da'pan'dian'ping
大盘短线 da'pan'duan'xian
大盘上涨 da'pan'shang'zhang
大盘下跌 da'pan'xia'die
大时代投资 da'shi'dai'tou'zi
打算持有 da'suan'chi'you
打算近日 da'suan'jin'ri
大跳水 da'tiao'shui
大同证券 da'tong'zheng'quan
大通证券 da'tong'zheng'quan
大象金融网 da'xiang'jin'rong'wang
大小走势图 da'xiao'zou'shi'tu
大写金额 da'xie'jin'e
打压价格 da'ya'jia'ge
大赢家财富网 da'ying'jia'cai'fu'wang
大中华概念 da'zhong'hua'gai'nian
大众理财顾问 da'zhong'li'cai'gu'wen
大众理财网 da'zhong'li'cai'wang
大众投资 da'zhong'tou'zi
大中小走势图 da'zhong'xiao'zou'shi'tu
大众证券 da'zhong'zheng'quan
大宗交易系统 da'zong'jiao'yi'xi'tong
贷报 dai'bao
呆坏账 dai'huai'zhang
贷款本金 dai'kuan'ben'jin
贷款本息 dai'kuan'ben'xi
贷款产品 dai'kuan'chan'pin

贷款发放 dai'kuan'fa'fang
贷款方案 dai'kuan'fang'an
贷款给 dai'kuan'gei
贷款购车 dai'kuan'gou'che
贷款购房 dai'kuan'gou'fang
贷款购买 dai'kuan'gou'mai
贷款计划 dai'kuan'ji'hua
贷款买 dai'kuan'mai
贷款买房 dai'kuan'mai'fang
贷款渠道 dai'kuan'qu'dao
贷款投放 dai'kuan'tou'fang
贷款项目 dai'kuan'xiang'mu
贷款需求 dai'kuan'xu'qiu
贷款占 dai'kuan'zhan
贷款支持 dai'kuan'zhi'chi
